timestamp,frame_number,class_id,class_name,x1,y1,x2,y2,confidence,light_state,violation
20250421_181508,6,3,motorcycle,598,796,655,908,0.6517302989959717,green,NO
20250421_181508,6,3,motorcycle,776,374,886,443,0.6271945238113403,green,NO
20250421_181508,6,3,motorcycle,958,402,1066,472,0.6244115233421326,green,NO
20250421_181508,6,3,motorcycle,577,490,734,584,0.6008822321891785,green,NO
20250421_181508,6,3,motorcycle,585,374,700,449,0.5739108324050903,green,NO
20250421_181508,6,3,motorcycle,773,694,866,829,0.5430637001991272,green,NO
20250421_181508,6,3,motorcycle,378,328,408,378,0.5116000771522522,green,NO
20250421_181508,6,3,motorcycle,510,470,615,565,0.48110684752464294,green,NO
20250421_181508,6,2,car,36,224,81,268,0.4624009430408478,green,NO
20250421_181508,6,3,motorcycle,893,357,990,420,0.4460645020008087,green,NO
20250421_181508,6,2,car,201,168,258,224,0.41787248849868774,green,NO
20250421_181509,7,3,motorcycle,657,478,808,577,0.7674370408058167,green,NO
20250421_181509,7,3,motorcycle,286,466,438,552,0.7640763521194458,green,NO
20250421_181509,7,2,car,1134,382,1299,536,0.7593392729759216,green,NO
20250421_181509,7,3,motorcycle,467,376,586,458,0.745951235294342,green,NO
20250421_181509,7,3,motorcycle,76,506,236,598,0.7293033599853516,green,NO
20250421_181509,7,7,truck,931,533,1328,947,0.722128689289093,green,NO
20250421_181509,7,3,motorcycle,444,834,528,949,0.7076882123947144,green,NO
20250421_181509,7,3,motorcycle,280,944,372,1078,0.6940338015556335,green,NO
20250421_181509,7,3,motorcycle,598,798,656,908,0.6541545391082764,green,NO
20250421_181509,7,3,motorcycle,727,652,843,800,0.5944949984550476,green,NO
20250421_181509,7,3,motorcycle,0,484,65,565,0.5499171018600464,green,NO
20250421_181509,7,3,motorcycle,1105,388,1172,456,0.48990947008132935,green,NO
20250421_181509,7,3,motorcycle,734,412,847,486,0.48953932523727417,green,NO
20250421_181509,7,2,car,36,224,81,268,0.4544214904308319,green,NO
20250421_181509,7,3,motorcycle,572,462,699,542,0.42371416091918945,green,NO
20250421_181509,7,3,motorcycle,1105,379,1234,455,0.41983452439308167,green,NO
20250421_181509,8,3,motorcycle,275,909,364,1039,0.8009225130081177,green,NO
20250421_181509,8,3,motorcycle,30,460,171,564,0.7535070776939392,green,NO
20250421_181509,8,7,truck,924,490,1265,862,0.7309407591819763,green,NO
20250421_181509,8,3,motorcycle,184,488,340,587,0.7215638160705566,green,NO
20250421_181509,8,3,motorcycle,444,835,528,949,0.7072997689247131,green,NO
20250421_181509,8,3,motorcycle,390,461,536,544,0.702157735824585,green,NO
20250421_181509,8,3,motorcycle,598,798,655,907,0.6778968572616577,green,NO
20250421_181509,8,3,motorcycle,711,634,824,782,0.6435101628303528,green,NO
20250421_181509,8,3,motorcycle,586,380,702,453,0.6359826326370239,green,NO
20250421_181509,8,1,bicycle,1085,345,1182,406,0.6325666308403015,green,NO
20250421_181509,8,3,motorcycle,362,389,478,469,0.5968897342681885,green,NO
20250421_181509,8,2,car,202,174,256,222,0.5793765187263489,green,NO
20250421_181509,8,3,motorcycle,858,405,958,474,0.5440844297409058,green,NO
20250421_181509,8,2,car,36,224,81,268,0.5199883580207825,green,NO
20250421_181509,8,1,bicycle,834,439,893,525,0.5166991949081421,green,NO
20250421_181509,8,2,car,309,162,358,203,0.5084043741226196,green,NO
20250421_181509,8,2,car,1188,374,1310,512,0.493221640586853,green,NO
20250421_181509,8,1,bicycle,720,479,860,572,0.44324791431427,green,NO
20250421_181509,9,7,truck,938,459,1220,800,0.7714086771011353,green,NO
20250421_181509,9,3,motorcycle,275,882,356,1010,0.7702042460441589,green,NO
20250421_181509,9,3,motorcycle,294,482,446,575,0.7500782012939453,green,NO
20250421_181509,9,3,motorcycle,493,450,633,536,0.7480531930923462,green,NO
20250421_181509,9,3,motorcycle,147,457,286,548,0.7374781370162964,green,NO
20250421_181509,9,3,motorcycle,0,980,92,1132,0.7243730425834656,green,NO
20250421_181509,9,3,motorcycle,701,632,808,774,0.7060675024986267,green,NO
20250421_181509,9,3,motorcycle,444,835,527,949,0.6678008437156677,green,NO
20250421_181509,9,3,motorcycle,598,798,656,907,0.6676495671272278,green,NO
20250421_181509,9,2,car,203,174,256,221,0.6575958132743835,green,NO
20250421_181509,9,3,motorcycle,1173,342,1258,413,0.622882068157196,green,NO
20250421_181509,9,3,motorcycle,953,395,1064,464,0.570792019367218,green,NO
20250421_181509,9,3,motorcycle,1486,908,1598,1099,0.5706352591514587,green,NO
20250421_181509,9,3,motorcycle,1416,1103,1538,1198,0.554327666759491,green,NO
20250421_181509,9,3,motorcycle,776,475,912,565,0.5499058365821838,green,NO
20250421_181509,9,2,car,310,160,355,202,0.5189507603645325,green,NO
20250421_181509,9,3,motorcycle,1044,347,1117,406,0.5145238041877747,green,NO
20250421_181509,9,3,motorcycle,1372,1038,1540,1199,0.5137696862220764,green,NO
20250421_181509,9,2,car,36,224,81,268,0.5010024309158325,green,NO
20250421_181509,9,3,motorcycle,244,396,390,479,0.4982072114944458,green,NO
20250421_181509,9,3,motorcycle,0,476,61,550,0.46726351976394653,green,NO
20250421_181509,9,1,bicycle,779,474,912,564,0.40241825580596924,green,NO
20250421_181510,10,3,motorcycle,0,908,90,1050,0.7760608792304993,green,NO
20250421_181510,10,3,motorcycle,594,442,728,528,0.7725347280502319,green,NO
20250421_181510,10,3,motorcycle,274,864,358,985,0.7704136371612549,green,NO
20250421_181510,10,3,motorcycle,273,435,408,534,0.7538749575614929,green,NO
20250421_181510,10,3,motorcycle,694,622,800,768,0.6892598271369934,green,NO
20250421_181510,10,3,motorcycle,444,835,527,949,0.67701256275177,green,NO
20250421_181510,10,3,motorcycle,597,798,656,908,0.6748473048210144,green,NO
20250421_181510,10,3,motorcycle,404,475,548,567,0.6687515377998352,green,NO
20250421_181510,10,3,motorcycle,843,462,963,557,0.640710175037384,green,NO
20250421_181510,10,3,motorcycle,1356,814,1492,990,0.6230909824371338,green,NO
20250421_181510,10,3,motorcycle,1342,1038,1476,1195,0.603393018245697,green,NO
20250421_181510,10,3,motorcycle,1,502,108,594,0.5751188397407532,green,NO
20250421_181510,10,7,truck,952,429,1188,749,0.5606041550636292,green,NO
20250421_181510,10,2,car,310,159,354,200,0.519663393497467,green,NO
20250421_181510,10,3,motorcycle,1140,341,1219,412,0.5067451000213623,green,NO
20250421_181510,10,2,car,35,224,81,268,0.4839600920677185,green,NO
20250421_181510,10,2,car,204,173,258,219,0.4783651828765869,green,NO
20250421_181510,10,3,motorcycle,1038,382,1163,447,0.4604908525943756,green,NO
20250421_181510,10,3,motorcycle,58,458,200,535,0.4582976996898651,green,NO
20250421_181510,10,3,motorcycle,156,411,246,486,0.4292142391204834,green,NO
20250421_181510,10,3,motorcycle,412,395,589,468,0.4051206111907959,green,NO
20250421_181510,11,3,motorcycle,276,852,355,974,0.7869671583175659,green,NO
20250421_181510,11,3,motorcycle,32,495,190,598,0.7751195430755615,green,NO
20250421_181510,11,3,motorcycle,688,438,818,519,0.7351884841918945,green,NO
20250421_181510,11,3,motorcycle,1253,742,1370,864,0.730563759803772,green,NO
20250421_181510,11,3,motorcycle,496,466,643,554,0.7108567357063293,green,NO
20250421_181510,11,3,motorcycle,0,865,83,991,0.7093324661254883,green,NO
20250421_181510,11,3,motorcycle,199,442,336,528,0.7055302858352661,green,NO
20250421_181510,11,3,motorcycle,443,835,528,949,0.6785857677459717,green,NO
20250421_181510,11,3,motorcycle,597,797,656,908,0.6604608297348022,green,NO
20250421_181510,11,3,motorcycle,404,426,532,518,0.6531246900558472,green,NO
20250421_181510,11,3,motorcycle,691,622,797,766,0.6272730231285095,green,NO
20250421_181510,11,3,motorcycle,320,402,429,476,0.6197308897972107,green,NO
20250421_181510,11,2,car,206,173,258,217,0.6042561531066895,green,NO
20250421_181510,11,3,motorcycle,1156,373,1255,441,0.5941348671913147,green,NO
20250421_181510,11,3,motorcycle,0,429,107,510,0.5747470259666443,green,NO
20250421_181510,11,3,motorcycle,1242,922,1404,1124,0.553381621837616,green,NO
20250421_181510,11,3,motorcycle,1281,972,1405,1124,0.5309967994689941,green,NO
20250421_181510,11,3,motorcycle,909,472,972,547,0.521491289138794,green,NO
20250421_181510,11,2,car,955,410,1178,709,0.5043615102767944,green,NO
20250421_181510,11,2,car,36,224,81,268,0.48306921124458313,green,NO
20250421_181510,11,3,motorcycle,859,358,962,422,0.46600380539894104,green,NO
20250421_181510,11,2,car,310,158,352,198,0.4602701663970947,green,NO
20250421_181511,12,3,motorcycle,272,846,356,966,0.7960658669471741,green,NO
20250421_181511,12,3,motorcycle,116,494,274,590,0.7702900171279907,green,NO
20250421_181511,12,3,motorcycle,0,820,74,945,0.7661030888557434,green,NO
20250421_181511,12,3,motorcycle,1522,1006,1599,1155,0.7208120226860046,green,NO
20250421_181511,12,3,motorcycle,1222,920,1342,1066,0.7204124331474304,green,NO
20250421_181511,12,3,motorcycle,443,833,528,949,0.6767672896385193,green,NO
20250421_181511,12,3,motorcycle,773,430,898,513,0.6662722826004028,green,NO
20250421_181511,12,3,motorcycle,224,403,345,487,0.6614311933517456,green,NO
20250421_181511,12,3,motorcycle,597,797,656,908,0.6567773222923279,green,NO
20250421_181511,12,3,motorcycle,339,436,466,512,0.6511090993881226,green,NO
20250421_181511,12,3,motorcycle,541,422,632,504,0.6256746053695679,green,NO
20250421_181511,12,2,car,957,395,1189,674,0.6077370643615723,green,NO
20250421_181511,12,2,car,206,170,260,215,0.6047093272209167,green,NO
20250421_181511,12,3,motorcycle,690,622,796,766,0.6039415597915649,green,NO
20250421_181511,12,3,motorcycle,0,522,44,598,0.6002500057220459,green,NO
20250421_181511,12,3,motorcycle,593,463,725,548,0.5879788994789124,green,NO
20250421_181511,12,7,truck,957,396,1189,674,0.5425319075584412,green,NO
20250421_181511,12,2,car,34,224,81,268,0.4932686686515808,green,NO
20250421_181511,12,1,bicycle,1170,396,1250,472,0.4918367266654968,green,NO
20250421_181511,12,2,car,352,175,404,223,0.4753425121307373,green,NO
20250421_181511,12,3,motorcycle,1190,731,1279,828,0.47215792536735535,green,NO
20250421_181511,12,3,motorcycle,0,484,118,574,0.44689053297042847,green,NO
20250421_181511,13,3,motorcycle,274,851,358,965,0.7952364087104797,green,NO
20250421_181511,13,2,car,68,1120,473,1198,0.7945347428321838,green,NO
20250421_181511,13,3,motorcycle,226,470,375,578,0.7872430682182312,green,NO
20250421_181511,13,7,truck,969,378,1231,639,0.7861393094062805,green,NO
20250421_181511,13,3,motorcycle,1444,920,1533,1050,0.7325502038002014,green,NO
20250421_181511,13,3,motorcycle,10,503,158,597,0.7241513133049011,green,NO
20250421_181511,13,3,motorcycle,697,434,824,533,0.7082725167274475,green,NO
20250421_181511,13,3,motorcycle,497,418,622,496,0.6731359362602234,green,NO
20250421_181511,13,3,motorcycle,442,835,528,950,0.672747015953064,green,NO
20250421_181511,13,3,motorcycle,1126,825,1267,1008,0.6678194403648376,green,NO
20250421_181511,13,3,motorcycle,597,797,656,908,0.654053807258606,green,NO
20250421_181511,13,3,motorcycle,690,624,797,768,0.6472077369689941,green,NO
20250421_181511,13,3,motorcycle,877,412,982,502,0.6218189001083374,green,NO
20250421_181511,13,3,motorcycle,1138,672,1209,767,0.578569769859314,green,NO
20250421_181511,13,3,motorcycle,0,786,46,899,0.5482578277587891,green,NO
20250421_181511,13,2,car,208,165,263,212,0.5399667620658875,green,NO
20250421_181511,13,3,motorcycle,850,409,907,484,0.46855518221855164,green,NO
20250421_181511,13,2,car,36,224,81,268,0.4007234573364258,green,NO
20250421_181511,14,3,motorcycle,302,461,457,571,0.8062865138053894,green,NO
20250421_181511,14,3,motorcycle,276,850,358,964,0.7846347093582153,green,NO
20250421_181511,14,2,car,30,1064,470,1198,0.7322980165481567,green,NO
20250421_181511,14,3,motorcycle,783,444,900,520,0.7090175747871399,green,NO
20250421_181511,14,3,motorcycle,441,832,527,947,0.6828303933143616,green,NO
20250421_181511,14,3,motorcycle,597,797,656,908,0.6530706882476807,green,NO
20250421_181511,14,3,motorcycle,1393,868,1480,992,0.6381809711456299,green,NO
20250421_181511,14,3,motorcycle,94,488,247,586,0.629396915435791,green,NO
20250421_181511,14,3,motorcycle,691,623,798,767,0.6192213892936707,green,NO
20250421_181511,14,3,motorcycle,1088,792,1214,970,0.5421643853187561,green,NO
20250421_181511,14,2,car,353,178,402,221,0.5405238270759583,green,NO
20250421_181511,14,3,motorcycle,623,408,744,484,0.5272768139839172,green,NO
20250421_181511,14,3,motorcycle,1119,839,1213,970,0.5115217566490173,green,NO
20250421_181511,14,3,motorcycle,222,456,315,541,0.4900534749031067,green,NO
20250421_181511,14,2,car,207,157,265,210,0.48899251222610474,green,NO
20250421_181511,14,7,truck,990,363,1265,617,0.4873674809932709,green,NO
20250421_181511,14,3,motorcycle,1126,639,1184,717,0.4121173918247223,green,NO
20250421_181512,15,3,motorcycle,393,464,539,562,0.7964947819709778,green,NO
20250421_181512,15,3,motorcycle,275,849,356,963,0.7850510478019714,green,NO
20250421_181512,15,2,car,46,1010,464,1199,0.7753640413284302,green,NO
20250421_181512,15,3,motorcycle,191,472,336,575,0.7380573749542236,green,NO
20250421_181512,15,3,motorcycle,482,376,592,444,0.7353233695030212,green,NO
20250421_181512,15,3,motorcycle,865,429,980,510,0.6977384686470032,green,NO
20250421_181512,15,3,motorcycle,443,832,528,948,0.6781136989593506,green,NO
20250421_181512,15,3,motorcycle,597,798,656,908,0.664278507232666,green,NO
20250421_181512,15,3,motorcycle,692,622,797,767,0.6532987356185913,green,NO
20250421_181512,15,3,motorcycle,1123,607,1180,692,0.6345149874687195,green,NO
20250421_181512,15,3,motorcycle,743,398,859,472,0.629446268081665,green,NO
20250421_181512,15,5,bus,1014,348,1274,600,0.6104896068572998,green,NO
20250421_181512,15,3,motorcycle,1079,816,1189,943,0.5722716450691223,green,NO
20250421_181512,15,2,car,354,175,401,220,0.49175935983657837,green,NO
20250421_181512,15,3,motorcycle,319,451,416,532,0.48508039116859436,green,NO
20250421_181512,15,3,motorcycle,1345,827,1434,948,0.47964343428611755,green,NO
20250421_181512,15,3,motorcycle,42,458,167,554,0.44877538084983826,green,NO
20250421_181512,15,7,truck,1014,348,1275,600,0.4160267114639282,green,NO
20250421_181512,16,3,motorcycle,477,452,620,555,0.8052286505699158,green,NO
20250421_181512,16,3,motorcycle,725,368,836,446,0.8003584146499634,green,NO
20250421_181512,16,3,motorcycle,274,848,357,968,0.7933281064033508,green,NO
20250421_181512,16,3,motorcycle,1072,798,1174,923,0.7469480633735657,green,NO
20250421_181512,16,3,motorcycle,1293,800,1396,918,0.7377745509147644,green,NO
20250421_181512,16,3,motorcycle,134,454,272,542,0.7124929428100586,green,NO
20250421_181512,16,3,motorcycle,442,834,526,946,0.686130166053772,green,NO
20250421_181512,16,3,motorcycle,274,456,422,561,0.6765252947807312,green,NO
20250421_181512,16,3,motorcycle,855,388,967,464,0.6753020286560059,green,NO
20250421_181512,16,3,motorcycle,1454,1010,1598,1198,0.6659026145935059,green,NO
20250421_181512,16,3,motorcycle,598,798,656,908,0.6573147773742676,green,NO
20250421_181512,16,3,motorcycle,948,427,1052,496,0.6548503637313843,green,NO
20250421_181512,16,3,motorcycle,1127,582,1180,664,0.6204322576522827,green,NO
20250421_181512,16,3,motorcycle,0,492,49,602,0.5819747447967529,green,NO
20250421_181512,16,3,motorcycle,692,618,796,766,0.5783791542053223,green,NO
20250421_181512,16,3,motorcycle,386,380,501,452,0.5142189264297485,green,NO
20250421_181512,16,3,motorcycle,2,450,103,523,0.4931362271308899,green,NO
20250421_181512,16,7,truck,1047,336,1308,579,0.47553572058677673,green,NO
20250421_181512,16,2,car,356,174,402,220,0.45622098445892334,green,NO
20250421_181512,16,7,truck,60,966,462,1199,0.4052495062351227,green,NO
20250421_181513,17,3,motorcycle,558,456,700,549,0.7696425318717957,green,NO
20250421_181513,17,3,motorcycle,658,370,770,449,0.7640376091003418,green,NO
20250421_181513,17,3,motorcycle,272,846,358,944,0.7470767498016357,green,NO
20250421_181513,17,3,motorcycle,354,466,494,554,0.7275804281234741,green,NO
20250421_181513,17,3,motorcycle,1263,783,1370,896,0.7128240466117859,green,NO
20250421_181513,17,3,motorcycle,1060,785,1158,910,0.6831856369972229,green,NO
20250421_181513,17,3,motorcycle,224,443,361,530,0.6784141063690186,green,NO
20250421_181513,17,3,motorcycle,444,834,526,946,0.6729102730751038,green,NO
20250421_181513,17,3,motorcycle,598,798,656,908,0.6533007621765137,green,NO
20250421_181513,17,7,truck,1082,346,1320,557,0.6219828128814697,green,NO
20250421_181513,17,3,motorcycle,698,634,795,764,0.5987122654914856,green,NO
20250421_181513,17,3,motorcycle,1373,917,1516,1162,0.5823846459388733,green,NO
20250421_181513,17,7,truck,63,936,459,1199,0.5602111220359802,green,NO
20250421_181513,17,3,motorcycle,0,518,133,603,0.5541650652885437,green,NO
20250421_181513,17,3,motorcycle,957,383,1048,452,0.5021101236343384,green,NO
20250421_181513,17,3,motorcycle,1026,423,1090,484,0.47097912430763245,green,NO
20250421_181513,17,3,motorcycle,1150,559,1190,636,0.466599702835083,green,NO
20250421_181513,17,2,car,222,154,266,200,0.4664832055568695,green,NO
20250421_181513,17,2,car,358,183,407,220,0.4278598427772522,green,NO
20250421_181513,17,3,motorcycle,1395,1008,1515,1160,0.41978034377098083,green,NO
20250421_181513,17,3,motorcycle,472,442,592,528,0.4008835256099701,green,NO
20250421_181513,18,3,motorcycle,657,442,798,538,0.7911767959594727,green,NO
20250421_181513,18,3,motorcycle,455,452,591,542,0.7793650031089783,green,NO
20250421_181513,18,3,motorcycle,333,432,474,517,0.7375757098197937,green,NO
20250421_181513,18,3,motorcycle,1325,926,1436,1061,0.7151327133178711,green,NO
20250421_181513,18,3,motorcycle,444,834,526,946,0.7114637494087219,green,NO
20250421_181513,18,3,motorcycle,89,502,242,596,0.6821934580802917,green,NO
20250421_181513,18,3,motorcycle,1058,780,1146,902,0.6711838245391846,green,NO
20250421_181513,18,3,motorcycle,598,798,656,908,0.6607677936553955,green,NO
20250421_181513,18,3,motorcycle,1260,772,1346,874,0.5695444941520691,green,NO
20250421_181513,18,2,car,224,148,266,198,0.5674780011177063,green,NO
20250421_181513,18,7,truck,66,912,460,1199,0.5568801760673523,green,NO
20250421_181513,18,3,motorcycle,688,619,794,764,0.5150275826454163,green,NO
20250421_181513,18,3,motorcycle,0,481,96,582,0.5093347430229187,green,NO
20250421_181513,18,2,car,360,180,408,220,0.45775651931762695,green,NO
20250421_181513,18,3,motorcycle,274,848,362,921,0.4490481913089752,green,NO
20250421_181513,19,2,car,70,903,461,1199,0.8720329999923706,green,NO
20250421_181513,19,3,motorcycle,737,434,875,532,0.8137419819831848,green,NO
20250421_181513,19,3,motorcycle,765,1067,880,1197,0.699470043182373,green,NO
20250421_181513,19,3,motorcycle,0,517,67,622,0.6763624548912048,green,NO
20250421_181513,19,3,motorcycle,182,486,330,586,0.6746553778648376,green,NO
20250421_181513,19,3,motorcycle,534,441,666,534,0.6744163632392883,green,NO
20250421_181513,19,3,motorcycle,1058,781,1144,900,0.6686075329780579,green,NO
20250421_181513,19,3,motorcycle,444,834,526,946,0.6633726954460144,green,NO
20250421_181513,19,3,motorcycle,416,426,548,510,0.6558061242103577,green,NO
20250421_181513,19,3,motorcycle,597,798,656,908,0.6454098224639893,green,NO
20250421_181513,19,3,motorcycle,26,476,186,578,0.6350785493850708,green,NO
20250421_181513,19,3,motorcycle,1274,843,1401,1014,0.6276074647903442,green,NO
20250421_181513,19,3,motorcycle,1042,329,1136,395,0.5926734209060669,green,NO
20250421_181513,19,3,motorcycle,274,846,359,912,0.5268309116363525,green,NO
20250421_181513,19,2,car,224,145,266,194,0.5255629420280457,green,NO
20250421_181513,19,3,motorcycle,687,623,794,766,0.4982190728187561,green,NO
20250421_181513,19,3,motorcycle,266,444,404,533,0.46014484763145447,green,NO
20250421_181513,19,2,car,362,169,412,220,0.4229162037372589,green,NO
20250421_181514,20,2,car,71,898,460,1199,0.831910252571106,green,NO
20250421_181514,20,3,motorcycle,815,436,950,528,0.8093708753585815,green,NO
20250421_181514,20,3,motorcycle,23,500,200,620,0.7524336576461792,green,NO
20250421_181514,20,3,motorcycle,741,997,844,1151,0.7449330687522888,green,NO
20250421_181514,20,3,motorcycle,444,834,526,947,0.7072955965995789,green,NO
20250421_181514,20,3,motorcycle,272,487,418,577,0.6930748820304871,green,NO
20250421_181514,20,3,motorcycle,122,467,278,554,0.6589435338973999,green,NO
20250421_181514,20,3,motorcycle,598,798,657,906,0.643016517162323,green,NO
20250421_181514,20,3,motorcycle,614,444,745,527,0.6146857738494873,green,NO
20250421_181514,20,3,motorcycle,374,443,502,523,0.605518639087677,green,NO
20250421_181514,20,3,motorcycle,976,337,1070,402,0.6037234663963318,green,NO
20250421_181514,20,3,motorcycle,686,626,796,767,0.581051766872406,green,NO
20250421_181514,20,3,motorcycle,1054,779,1143,901,0.5724247097969055,green,NO
20250421_181514,20,3,motorcycle,504,420,634,502,0.5721228122711182,green,NO
20250421_181514,20,2,car,226,144,266,193,0.49152329564094543,green,NO
20250421_181514,20,3,motorcycle,1262,855,1374,985,0.47473111748695374,green,NO
20250421_181514,20,2,car,364,168,414,218,0.4500061571598053,green,NO
20250421_181514,20,3,motorcycle,274,418,387,495,0.40766802430152893,green,NO
